Neighborhood,1stFlrSF,2ndFlrSF,BedroomAbvGr,KitchenAbvGr,FullBath,HalfBath,Fireplaces,YearBuilt,YrSold,SaleCondition,SalePrice
SWISU,1390,304,4,1,2,0,1,1925,2008,Normal,136500
NAmes,1200,0,1,1,1,1,0,1965,2006,Normal,146000
NAmes,936,0,2,1,1,0,0,1956,2010,Normal,129000
CollgCr,1314,0,3,1,2,0,1,2006,2007,Normal,176432
IDOTRR,773,582,3,1,1,1,0,1914,2007,Normal,127000
StoneBr,1088,0,2,1,1,1,0,1986,2007,Normal,170000
BrkSide,757,567,3,1,1,0,0,1936,2009,Normal,128000
NWAmes,1601,0,3,1,2,0,1,1978,2009,Abnorml,157000
SWISU,438,0,1,1,1,0,0,1920,2009,Normal,60000
NAmes,950,0,3,1,1,0,0,1971,2007,Normal,119500
NAmes,1134,0,2,1,1,0,0,1960,2007,Family,135000
NAmes,1194,0,3,1,1,0,1,1959,2006,Normal,159500
BrDale,630,672,3,1,2,1,0,1970,2007,Normal,106000
NoRidge,1500,1122,3,1,2,1,2,1994,2010,Normal,325000
SawyerW,1442,0,3,1,2,0,1,1990,2007,Normal,179900
Gilbert,887,1134,3,1,2,1,1,2006,2006,Partial,274725
Gilbert,948,742,3,1,2,1,1,2000,2007,Abnorml,181000
NridgHt,1836,0,3,1,2,0,1,2004,2009,Normal,280000
Gilbert,773,885,3,1,2,1,1,1995,2008,Normal,188000
NWAmes,1098,866,4,1,2,1,1,1976,2008,Normal,205000
NAmes,816,0,2,1,1,0,0,1957,2006,Normal,129900
NAmes,1008,0,2,1,1,0,0,1953,2007,Normal,134500
OldTown,833,0,2,1,1,0,0,1954,2006,Normal,117000
NridgHt,1734,0,3,1,2,0,1,2007,2007,Partial,318000
Gilbert,779,640,3,1,2,1,1,2002,2009,Normal,184100
Sawyer,894,0,3,1,1,0,0,1967,2008,Normal,130000
Sawyer,1021,580,3,1,1,0,0,1958,2008,Normal,140000
NAmes,1040,0,3,1,1,0,0,1959,2006,Normal,133700
IDOTRR,1012,0,2,1,1,0,1,1920,2007,Normal,118400
CollgCr,1552,0,3,1,2,0,0,2005,2006,Partial,212900
Edwards,960,0,3,1,1,0,0,1956,2009,Abnorml,112000
Edwards,698,0,2,1,1,0,0,1947,2009,Normal,118000
Gilbert,812,670,3,1,2,1,1,1992,2007,Normal,163900
NAmes,1005,0,2,1,1,0,1,1955,2009,Normal,115000
Blmngtn,1555,0,2,1,2,0,1,2007,2009,Normal,174000
Gilbert,1530,0,3,1,2,0,1,2004,2007,Family,259000
Gilbert,847,1112,4,1,2,1,1,2004,2007,Normal,215000
OldTown,936,0,2,1,1,0,0,1980,2007,Normal,140000
SWISU,1328,653,4,1,2,0,2,1928,2009,Normal,135000
Mitchel,974,0,3,1,1,0,0,1991,2007,Abnorml,93500
OldTown,1178,1032,5,1,2,0,0,1880,2007,Normal,117500
SawyerW,1142,878,3,1,2,1,1,1995,2009,Normal,239500
Gilbert,916,684,3,1,2,1,1,1997,2007,Normal,169000
BrkSide,986,0,2,1,1,0,1,1926,2007,Normal,102000
NAmes,1032,220,3,1,1,0,0,1950,2008,Abnorml,119000
Sawyer,780,240,2,1,1,0,0,1875,2010,Normal,94000
Mitchel,1567,0,2,1,2,0,2,1977,2009,Normal,196000
BrkSide,1167,0,3,1,1,0,1,1920,2007,Normal,144000
NAmes,952,0,2,1,1,0,0,1951,2008,Abnorml,139000
NWAmes,1088,780,4,1,2,1,1,1976,2009,Normal,197500
CollgCr,1466,1362,4,1,3,0,1,2006,2007,Partial,424870
Sawyer,1006,0,3,1,1,0,0,1959,2008,Normal,80000
Edwards,672,252,2,1,1,0,0,1941,2010,Normal,80000
BrkSide,1042,534,3,1,1,0,1,1928,2006,Family,149000
SawyerW,1298,0,3,1,2,0,1,1985,2006,Normal,180000
Crawfor,860,704,3,1,1,1,1,1941,2009,Normal,174500
OldTown,572,539,2,1,1,0,1,1926,2008,Normal,116900
OldTown,832,650,3,1,1,0,0,1920,2009,Normal,143000
NAmes,932,0,2,1,1,0,1,1950,2007,Normal,124000
Edwards,1466,0,3,1,1,1,2,1959,2006,Normal,149900
Crawfor,1811,0,2,1,1,0,1,1956,2006,Abnorml,230000
IDOTRR,816,0,2,1,1,0,0,1930,2008,Normal,120500
NAmes,902,918,4,1,1,2,2,1965,2008,Normal,201800
Veenker,1437,0,3,1,2,0,1,1976,2007,Normal,218000
NAmes,1265,0,3,1,2,0,1,1965,2008,Normal,179900
NridgHt,1314,0,2,1,2,0,1,2007,2009,Normal,230000
Somerst,1580,0,3,1,2,0,0,2007,2008,Partial,235128
NWAmes,943,933,4,1,2,1,1,1974,2008,Normal,185000
NPkVill,855,601,3,1,2,1,1,1978,2010,Normal,146000
Crawfor,1640,0,3,1,1,0,1,1954,2008,Normal,224000
Sawyer,894,0,3,1,1,0,1,1968,2007,Normal,129000
Sawyer,1258,0,0,2,0,2,0,1969,2008,Alloca,108959
Veenker,1432,0,2,1,1,1,1,1978,2007,Normal,194000
NridgHt,1502,0,3,1,2,0,0,2009,2009,Partial,233170
CollgCr,1694,0,3,1,2,0,0,2008,2010,Normal,245350
Gilbert,959,712,3,1,2,1,1,2000,2006,Normal,173000
Edwards,1236,872,4,1,2,0,2,1935,2008,Normal,235000
Mitchel,1118,0,3,1,1,0,1,1977,2008,Normal,171000
NAmes,1261,0,3,1,1,0,1,1958,2008,Normal,163000
Somerst,625,625,2,1,2,1,0,2006,2008,Normal,171900
ClearCr,1636,971,3,1,3,0,1,1946,2007,Normal,200500
Crawfor,1170,1175,4,1,2,1,1,1932,2006,Normal,239000
NoRidge,2129,743,4,1,2,1,1,1992,2007,Normal,285000
Mitchel,923,0,3,1,1,0,0,1984,2008,Normal,119500
OldTown,818,406,3,1,1,0,0,1926,2009,Normal,115000
Crawfor,820,523,3,1,1,1,1,1921,2009,Normal,154900
Edwards,1124,0,3,1,1,0,1,1954,2006,Normal,93000
Timber,1298,1216,4,1,2,1,0,1990,2006,Normal,250000
Crawfor,1652,0,2,1,2,0,1,2008,2008,Partial,392500
OldTown,1130,0,2,1,1,0,1,1920,2006,Normal,120000
Timber,1572,0,3,1,1,1,2,1963,2007,Normal,186700
Edwards,949,272,4,1,1,0,0,1924,2006,Normal,104900
OldTown,1014,685,3,2,2,0,0,1900,2009,Abnorml,95000
NoRidge,1624,0,2,1,2,0,1,1994,2006,Normal,262000
CollgCr,831,829,3,1,2,1,0,2002,2009,Normal,195000
Gilbert,1028,776,3,1,2,1,1,1999,2010,Normal,189000
Mitchel,1622,0,3,1,1,0,1,1961,2007,Normal,168000
Somerst,764,677,2,1,2,1,0,1999,2007,Normal,174000
OldTown,842,630,3,1,1,0,0,1925,2007,Normal,125000
Mitchel,1224,0,2,1,2,0,0,1999,2009,Normal,165000
Sawyer,663,689,4,1,1,1,0,1969,2010,Normal,158000
Gilbert,728,728,3,1,2,1,0,2005,2008,Normal,176000
Gilbert,879,984,4,1,2,1,1,2006,2006,Partial,219210
OldTown,815,875,3,1,1,0,1,1916,2006,Normal,144000
CollgCr,1212,0,3,1,2,0,0,2001,2009,Normal,178000
Sawyer,1382,0,3,1,1,1,1,1963,2006,Normal,148000
NAmes,864,0,3,1,1,0,0,1970,2006,Abnorml,116050
CollgCr,866,913,3,1,2,1,0,1998,2009,Normal,197900
BrkSide,884,464,3,1,1,0,1,1925,2009,Normal,117000
CollgCr,1630,0,3,1,2,0,1,2000,2009,Normal,213000
NWAmes,1074,0,3,1,1,1,0,1975,2006,Normal,153500
SawyerW,2196,0,3,1,2,0,1,1990,2009,Normal,271900
SawyerW,1056,0,2,1,1,0,0,1966,2006,Normal,107000
CollgCr,1700,0,3,1,2,0,0,2003,2006,Normal,200000
NAmes,1283,0,3,1,1,0,0,1962,2008,Normal,140000
Somerst,1660,0,3,1,2,0,1,2006,2006,Partial,290000
SawyerW,1055,790,3,1,2,1,1,1992,2010,Normal,189000
Gilbert,1080,672,4,1,2,0,0,1988,2010,Normal,164000
Edwards,672,0,2,1,1,0,0,1941,2009,Normal,113000
Sawyer,960,0,0,1,0,0,0,1965,2006,Normal,145000
NAmes,999,0,3,1,1,0,0,1962,2006,Normal,134500
Sawyer,894,0,3,1,1,0,0,1966,2007,Normal,125000
Sawyer,1318,584,4,2,2,0,0,1978,2010,Normal,112000
Somerst,1314,0,3,1,2,0,0,2009,2009,Partial,229456
BrkSide,672,240,2,1,1,0,0,1947,2006,Normal,80500
BrDale,672,546,3,1,1,1,0,1971,2006,Abnorml,91500
NAmes,912,0,2,1,1,0,0,1964,2006,Abnorml,115000
Sawyer,1211,0,3,1,1,0,1,1968,2008,Normal,134000
NAmes,1168,678,3,1,2,0,1,1949,2007,Normal,143000
NAmes,2136,0,4,1,2,0,0,1951,2006,Normal,137900
Gilbert,788,702,3,1,2,1,1,2004,2008,Normal,184000
NAmes,1138,0,3,1,1,0,0,1958,2007,Normal,145000
Somerst,894,1039,4,1,2,1,1,2007,2008,Normal,214000
NAmes,912,0,2,1,1,0,0,1965,2008,Normal,147000
NridgHt,1702,0,1,1,1,1,1,2008,2008,Partial,367294
NAmes,1507,0,4,1,2,0,0,1960,2008,Normal,127000
Sawyer,1361,1259,4,2,2,2,1,1977,2007,Normal,190000
NAmes,1190,0,3,1,1,0,0,1962,2006,Normal,132500
NAmes,1224,0,2,2,2,0,0,1962,2007,Normal,101800
NAmes,1188,0,3,1,1,0,0,1959,2010,Abnorml,142000
SWISU,1024,940,4,1,1,1,0,1911,2008,Abnorml,130000
Crawfor,892,892,4,1,1,1,0,1914,2006,Normal,138887
NridgHt,764,862,2,1,2,1,0,2003,2010,Normal,175500
CollgCr,847,1101,4,1,2,1,1,2004,2006,Normal,195000
SawyerW,1141,0,3,1,1,1,0,2005,2006,Abnorml,142500
Timber,1484,0,2,1,2,0,1,2006,2007,Normal,265900
CollgCr,884,884,3,1,2,1,0,2003,2008,Normal,224900
Somerst,1689,0,3,1,2,0,0,2007,2007,Partial,248328
NWAmes,1173,0,3,1,2,0,2,1974,2010,Family,170000
NridgHt,2076,0,2,1,2,1,1,2006,2006,Partial,465000
Crawfor,792,725,3,1,1,0,2,1929,2006,Normal,230000
NWAmes,1140,728,3,1,3,1,1,1984,2007,Abnorml,178000
Somerst,756,797,3,1,2,1,0,2005,2006,Partial,186500
Mitchel,1034,0,3,1,1,0,0,1976,2010,Normal,169900
OldTown,1134,924,3,1,1,1,1,1917,2008,Normal,129500
NAmes,988,0,3,1,1,0,0,1950,2007,Normal,119000
NAmes,2110,0,3,1,2,1,2,1968,2010,Normal,244000
NridgHt,1405,0,2,1,2,0,1,2003,2006,Normal,171750
Mitchel,874,0,3,1,1,0,0,1968,2009,Normal,130000
Veenker,1516,651,3,1,2,1,2,1974,2007,Normal,294000
Edwards,760,896,3,1,2,1,1,2003,2008,Normal,165400
BrkSide,959,408,3,1,1,0,1,1931,2007,Normal,127500
NoRidge,1987,0,2,1,2,0,1,1994,2008,Normal,301500
Edwards,864,0,2,1,1,0,0,1922,2009,Normal,99900
Gilbert,1166,0,2,1,2,0,0,2005,2008,Normal,190000
NAmes,1054,0,3,1,1,1,0,1969,2008,Normal,151000
Gilbert,892,783,3,1,2,1,1,1999,2009,Normal,181000
NAmes,1050,0,2,1,1,0,0,1956,2009,Normal,128900
ClearCr,1104,684,5,1,1,0,2,1957,2009,Normal,161500
BrkSide,1060,764,3,1,1,0,1,1919,2007,Normal,180500
NAmes,1337,0,2,1,2,0,0,1998,2008,Abnorml,181000
Somerst,713,739,3,1,2,1,0,1999,2006,Normal,183900
OldTown,964,925,4,2,1,1,1,1910,2007,Normal,122000
Timber,2018,0,3,1,2,0,1,2008,2010,Normal,378500
Crawfor,1968,1479,4,1,3,1,2,1935,2008,Normal,381000
NAmes,874,650,3,1,1,1,0,1958,2007,Normal,144000
ClearCr,1332,192,0,1,0,1,1,1979,2010,Normal,260000
NWAmes,1489,0,3,1,2,0,1,1968,2009,Normal,185750
Sawyer,935,0,3,1,1,0,0,1965,2006,Normal,137000
Edwards,1357,0,2,1,1,0,1,1959,2008,Normal,177000
Crawfor,661,589,3,1,2,0,1,1910,2007,Normal,139000
NAmes,928,992,4,2,2,0,0,1948,2007,Normal,137000
NWAmes,735,660,3,1,1,1,1,1972,2009,Normal,162000
NWAmes,1724,0,3,1,1,1,1,1967,2009,Normal,197900
CollgCr,1128,903,3,1,2,1,1,2002,2008,Normal,237000
IDOTRR,698,430,2,1,1,0,0,1920,2010,Abnorml,68400
CollgCr,1573,0,3,1,2,0,0,2002,2009,Normal,227000
Timber,1339,0,2,1,2,0,1,1990,2006,Normal,180000
CollgCr,1040,0,3,1,2,0,0,1977,2009,Normal,150500
Mitchel,912,912,4,2,2,2,0,1971,2010,Normal,139000
SWISU,1699,748,4,1,2,0,1,1919,2010,Normal,169000
BrkSide,825,587,4,1,1,0,1,1939,2009,Normal,132500
NWAmes,1328,0,3,1,1,1,2,1963,2010,Normal,143000
ClearCr,1582,0,4,1,2,0,0,1964,2006,Normal,190000
StoneBr,1659,0,2,1,2,0,1,2000,2009,Normal,278000
NridgHt,1120,850,3,1,2,1,1,2006,2006,Partial,281000
NAmes,1152,0,3,1,1,0,1,1964,2010,Normal,180500
BrDale,630,672,3,1,2,1,0,1972,2009,Normal,119500
OldTown,1378,994,4,2,2,0,0,1892,2009,Normal,107500
NWAmes,832,832,4,1,2,1,1,1976,2006,Normal,162900
Edwards,864,0,2,1,1,0,0,1955,2006,Normal,115000
NAmes,1052,0,3,1,1,1,0,1968,2006,Normal,138500
NAmes,1128,0,3,1,2,0,0,1963,2008,Normal,155000
Edwards,1072,0,2,1,2,0,0,2005,2006,Partial,140000
NAmes,1246,0,3,1,1,1,0,1959,2010,Normal,154000
Gilbert,1005,978,3,1,2,1,1,1999,2009,Normal,225000
Crawfor,753,741,3,1,1,0,2,1942,2009,Normal,177500
NoRidge,1203,1323,4,1,2,1,1,1994,2006,Normal,290000
Somerst,1616,0,3,1,2,0,0,2005,2006,Normal,232000
Edwards,976,732,3,1,2,0,0,2004,2006,Normal,130000
NridgHt,1652,0,2,1,2,0,2,2006,2009,Normal,325000
NridgHt,1368,0,2,1,2,0,1,2005,2006,Partial,202500
CollgCr,990,0,3,1,1,0,0,1994,2009,Normal,138000
OldTown,1122,0,2,1,1,0,0,1948,2008,Normal,147000
SawyerW,1294,0,3,1,2,0,0,1991,2008,Normal,179200
Crawfor,1902,0,3,1,2,0,2,1959,2010,Normal,335000
CollgCr,1274,0,3,1,2,0,0,2005,2007,Partial,203000
NoRidge,1453,1357,4,1,2,1,1,1990,2007,Normal,302000
NoRidge,1422,1177,4,1,2,1,1,1999,2010,Normal,333168
Edwards,948,0,3,1,1,0,1,1954,2007,Normal,119000
NAmes,1092,1020,4,1,2,1,2,1969,2008,Normal,206900
CollgCr,1630,0,3,1,2,0,1,2008,2009,Normal,295493
Somerst,1352,0,2,1,2,0,1,2006,2007,Partial,208900
CollgCr,1787,0,3,1,2,0,1,2001,2006,Normal,275000
Edwards,948,0,3,1,1,0,0,1954,2007,Normal,111000
NAmes,1478,0,3,1,1,1,2,1957,2009,Normal,156500
BrkSide,720,0,2,1,1,0,0,1949,2008,Normal,72500
NoRidge,1061,862,3,1,2,1,1,1992,2010,Normal,190000
BrkSide,708,0,2,1,1,0,0,1940,2009,Normal,82500
Somerst,1795,0,2,1,2,0,1,2006,2007,Partial,147000
IDOTRR,796,0,2,1,1,0,0,1922,2008,Normal,55000
Edwards,774,0,3,1,1,0,0,1931,2007,Normal,79000
Mitchel,816,0,3,1,1,0,1,1982,2008,Normal,130500
OldTown,1584,1208,5,1,2,0,2,1920,2008,Normal,256000
Gilbert,955,677,3,1,2,1,1,1998,2006,Normal,176500
Somerst,1588,0,3,1,2,0,1,2006,2007,Normal,227000
CollgCr,954,0,3,1,1,0,0,1976,2006,Normal,132500
Edwards,816,0,2,1,1,0,1,1938,2009,Normal,100000
IDOTRR,803,557,2,1,1,1,0,1938,2006,Normal,125500
BrDale,765,600,3,1,1,1,0,1970,2009,Normal,125000
NWAmes,1334,0,2,1,2,0,1,1977,2009,Normal,167900
NWAmes,1656,0,4,2,2,0,0,1973,2008,Normal,135000
OldTown,693,0,2,1,1,0,0,1941,2006,Normal,52500
CollgCr,920,941,3,1,2,1,0,2002,2006,Normal,200000
CollgCr,864,0,3,1,1,0,0,1972,2006,Normal,128500
NAmes,872,0,3,1,1,0,0,1971,2007,Normal,123000
SawyerW,1114,0,3,1,1,0,0,2003,2008,Normal,155000
CollgCr,1284,885,3,1,2,1,1,2002,2007,Normal,228500
Crawfor,1172,741,3,1,1,1,1,1928,2009,Normal,177000
CollgCr,728,728,3,1,2,1,1,2006,2007,Partial,155835
OldTown,960,0,2,1,1,0,0,1920,2007,Normal,108500
NWAmes,2156,0,3,1,2,0,1,1968,2006,Normal,262500
Timber,1776,0,3,1,2,0,1,2006,2007,Partial,283463
SawyerW,1494,0,3,1,2,0,1,1998,2007,Normal,215000
OldTown,938,1215,4,1,2,0,0,1872,2008,Normal,122000
NAmes,1338,1296,6,2,2,2,0,1969,2009,Normal,200000
NAmes,858,858,4,1,1,1,1,1962,2008,Normal,171000
BrkSide,786,390,2,1,1,0,0,1937,2009,Normal,134900
NoRidge,2053,1185,4,1,2,1,1,1995,2010,Normal,410000
CollgCr,992,873,3,1,2,1,1,2000,2008,Normal,235000
NWAmes,1222,698,4,1,3,0,1,1968,2006,Normal,170000
NAmes,892,0,3,1,1,0,0,1966,2008,Normal,110000
NAmes,1078,0,3,1,1,1,1,1971,2010,Normal,149900
Somerst,769,804,3,1,2,1,0,2000,2010,Normal,177500
NridgHt,1980,0,3,1,2,0,1,2004,2006,Normal,315000
SWISU,990,1611,4,1,3,1,0,1921,2008,Normal,189000
StoneBr,1530,0,3,1,2,0,1,2005,2009,Normal,260000
NAmes,1281,457,4,1,2,0,1,1920,2009,Normal,104900
Gilbert,616,796,3,1,2,1,1,2006,2007,Partial,156932
Somerst,520,600,2,1,2,1,0,2005,2006,Abnorml,144152
Somerst,814,860,3,1,2,1,0,2000,2010,Normal,216000
CollgCr,882,908,3,1,2,1,0,1999,2008,Abnorml,193000
MeadowV,925,550,4,1,2,0,1,1977,2006,Normal,127000
CollgCr,848,0,1,1,1,0,0,2003,2009,Normal,144000
CollgCr,1668,0,3,1,2,0,1,2003,2010,Normal,232000
OldTown,840,534,2,1,1,0,0,1920,2009,Normal,105000
NAmes,1661,0,3,1,1,0,1,1955,2008,Normal,165500
CollgCr,1108,989,3,1,2,1,1,1998,2006,Normal,274300
NoRidge,2633,0,2,1,2,1,2,2001,2007,Normal,466500
Somerst,1026,932,3,1,2,1,1,2005,2008,Normal,250000
Timber,1571,0,3,1,2,0,1,2007,2007,Partial,239000
SWISU,790,0,2,1,1,0,0,1930,2008,Normal,91000
Edwards,984,620,3,1,2,0,0,1941,2009,Normal,117000
BrDale,483,504,2,1,1,1,0,1973,2006,Normal,83000
Timber,754,640,3,1,2,1,0,2006,2008,Normal,167500
Edwards,864,0,2,1,1,0,0,1914,2010,Normal,58500
NAmes,2117,0,4,1,2,1,2,1970,2008,Normal,237500
OldTown,998,764,4,1,1,1,0,1920,2006,Normal,157000
Sawyer,1416,0,3,1,2,0,0,1918,2007,Normal,112000
Edwards,698,560,2,1,1,0,0,1939,2009,Normal,105000
IDOTRR,796,358,3,1,1,0,0,1922,2010,Normal,125500
NWAmes,1392,1392,5,1,3,1,2,1978,2006,Normal,250000
OldTown,1664,862,5,1,2,0,1,1916,2007,Family,136000
Gilbert,1746,0,3,1,2,0,2,2006,2009,Normal,377500
BrkSide,869,349,3,1,1,0,1,1941,2007,Normal,131000
CollgCr,1525,0,3,1,2,0,0,2000,2006,Normal,235000
NAmes,1584,0,4,2,2,0,0,1967,2009,Normal,124000
NAmes,900,0,3,1,1,0,1,1967,2006,Normal,123000
OldTown,1221,691,3,2,2,0,1,1905,2008,Normal,163000
Blmngtn,1500,0,2,1,2,0,1,2006,2006,Partial,246578
Timber,1133,1349,4,1,2,1,1,2005,2007,Normal,281213
Timber,1687,0,3,1,1,0,2,1948,2010,Normal,160000
BrkSide,939,574,4,1,1,1,0,1920,2007,Normal,137500
NAmes,1136,768,3,1,1,1,0,1950,2009,Normal,138000
SWISU,1160,448,3,1,2,1,1,1925,2009,Normal,137450
BrkSide,950,208,3,1,1,0,1,1929,2008,Normal,120000
Gilbert,864,729,3,1,2,1,1,2004,2008,Normal,193000
CollgCr,1294,0,2,1,2,0,1,2006,2006,Partial,193879
Somerst,1464,0,3,1,2,0,0,2007,2007,Normal,282922
OldTown,694,520,3,1,1,0,0,1915,2006,Family,105000
Crawfor,1646,0,2,1,2,0,1,2004,2008,Normal,275000
CollgCr,768,0,2,1,1,0,0,1972,2009,Normal,133000
Mitchel,833,0,3,1,1,0,0,1985,2009,Normal,112000
OldTown,741,622,3,1,1,0,0,1910,2010,Normal,125500
NWAmes,1236,857,3,1,2,1,1,1986,2008,Normal,215000
CollgCr,944,896,3,1,2,1,0,2001,2009,Normal,230000
NAmes,1112,556,3,1,1,1,0,1950,2009,Normal,140000
NAmes,1040,0,2,2,2,0,0,1949,2009,Normal,90000
SawyerW,1844,0,2,1,2,0,1,2005,2009,Abnorml,257000
BrkSide,1053,795,4,1,1,1,1,1923,2008,Normal,207000
Blmngtn,1569,0,1,1,2,0,1,2007,2009,Normal,175900
OldTown,1246,1044,4,2,2,0,0,1885,2010,Normal,122500
NoRidge,1310,1140,3,1,2,1,1,1998,2009,Normal,340000
NAmes,1144,0,3,1,1,1,0,1963,2008,Normal,124000
Crawfor,1844,0,3,1,2,0,1,1969,2006,Normal,223000
NWAmes,708,708,3,1,2,1,1,1968,2006,Normal,179900
NPkVill,1069,0,2,1,2,0,1,1977,2010,Normal,127500
CollgCr,848,0,1,1,1,0,0,2003,2008,Normal,136500
Edwards,1575,626,4,1,2,0,1,1966,2006,Alloca,274970
NAmes,1344,0,2,1,1,0,1,1958,2007,Normal,144000
NAmes,1252,0,3,1,1,0,0,1959,2008,Normal,142000
NoRidge,1223,904,3,1,2,1,2,1994,2008,Normal,271000
NAmes,1048,510,3,1,1,1,1,1945,2008,Normal,140000
OldTown,804,0,2,1,1,0,2,1940,2010,Abnorml,119000
NWAmes,1440,0,3,1,2,0,1,1981,2007,Normal,182900
Gilbert,734,1104,4,1,2,1,1,2005,2006,Normal,192140
NPkVill,958,0,2,1,2,0,0,1976,2009,Normal,143750
OldTown,968,0,4,1,2,0,0,1927,2007,Normal,64500
Gilbert,962,830,3,1,2,1,1,2000,2008,Normal,186500
Mitchel,1126,0,3,1,2,0,1,1977,2006,Normal,160000
NAmes,1537,0,3,1,1,1,1,1962,2008,Abnorml,174000
NAmes,864,0,3,1,1,0,0,1971,2007,Normal,120500
NridgHt,1932,0,2,1,2,0,1,2008,2008,Partial,394617
OldTown,1236,0,2,1,1,0,0,1957,2010,Normal,149700
NWAmes,1040,685,3,1,2,1,1,1979,2007,Normal,197000
Crawfor,1423,748,3,1,2,0,1,1922,2008,Normal,191000
CollgCr,848,0,1,1,1,0,1,2004,2008,Normal,149300
Somerst,1026,981,3,1,2,1,1,2008,2009,Normal,310000
BrkSide,952,0,2,1,1,0,1,1916,2009,Normal,121000
CollgCr,1422,0,3,1,2,0,0,2004,2007,Normal,179600
Sawyer,913,0,3,1,1,0,0,1966,2007,Normal,129000
Mitchel,1188,0,3,1,1,0,0,1962,2010,Normal,157900
CollgCr,1220,870,3,1,2,1,1,1995,2007,Normal,240000
Edwards,796,550,2,1,1,1,0,1910,2007,Normal,112000
MeadowV,630,0,1,1,1,0,0,1970,2006,Abnorml,92000
NAmes,896,896,4,2,2,2,0,1974,2009,Normal,136000
Somerst,1578,0,3,1,2,0,1,2008,2009,Partial,287090
Edwards,1072,0,2,1,1,0,0,2005,2006,Normal,145000
Mitchel,1140,0,3,1,1,0,0,2006,2006,Abnorml,84500
Somerst,1221,0,2,1,2,0,0,2004,2009,Normal,185000
Gilbert,953,694,3,1,2,1,1,1999,2007,Normal,175000
NWAmes,2073,0,3,1,2,0,2,1978,2010,Normal,210000
Crawfor,1188,1152,4,1,2,0,2,1941,2010,Normal,266500
NAmes,1078,0,2,1,1,0,0,1950,2010,Normal,142125
Edwards,1256,0,3,1,1,1,0,1965,2008,Normal,147500
